spend_date,channel,campaign,spend_usd,impressions,clicks
2025-03-15,Paid Social,fb_founders,56.16,2157,41
2025-03-15,Outbound,cold_email_q2,24.55,0,0
2025-03-16,Paid Search,gs_latam_talent,100.9,761,32
2025-03-16,Paid Social,fb_founders,68.7,2631,50
2025-03-16,Outbound,cold_email_q1,22.86,0,0
2025-03-17,Paid Search,gs_va_hire,421.74,3238,136
2025-03-17,Paid Social,li_agency_owners,401.69,15631,297
2025-03-17,Outbound,linkedin_dm,113.28,0,0
2025-03-18,Paid Search,gs_competitor,360.24,2761,116
2025-03-18,Paid Social,li_agency_owners,279.26,10842,206
2025-03-18,Outbound,linkedin_dm,89.36,0,0
2025-03-19,Paid Search,gs_va_hire,327.08,2500,105
2025-03-19,Paid Social,fb_founders,377.55,14684,279
2025-03-19,Outbound,cold_email_q2,115.44,0,0
2025-03-20,Paid Search,gs_va_hire,448.11,3428,144
2025-03-20,Paid Social,fb_founders,316.5,12315,234
2025-03-20,Outbound,linkedin_dm,90.95,0,0
2025-03-21,Paid Search,gs_competitor,434.93,3333,140
2025-03-21,Paid Social,li_agency_owners,361.12,14052,267
2025-03-21,Outbound,cold_email_q1,71.66,0,0
2025-03-22,Paid Search,gs_latam_talent,133.5,1023,43
2025-03-22,Paid Social,fb_retarget,62.97,2421,46
2025-03-22,Outbound,cold_email_q1,26.95,0,0
2025-03-23,Paid Search,gs_latam_talent,76.62,571,24
2025-03-23,Paid Social,fb_founders,99.89,3842,73
2025-03-23,Outbound,linkedin_dm,26.61,0,0
2025-03-24,Paid Search,gs_latam_talent,397.86,3047,128
2025-03-24,Paid Social,fb_retarget,274.69,10684,203
2025-03-24,Outbound,cold_email_q2,91.34,0,0
2025-03-25,Paid Search,gs_latam_talent,361.45,2761,116
2025-03-25,Paid Social,fb_retarget,232.99,9052,172
2025-03-25,Outbound,linkedin_dm,112.91,0,0
2025-03-26,Paid Search,gs_latam_talent,441.34,3380,142
2025-03-26,Paid Social,li_agency_owners,239.15,9315,177
2025-03-26,Outbound,cold_email_q1,81.84,0,0
2025-03-27,Paid Search,gs_va_hire,317.05,2428,102
2025-03-27,Paid Social,fb_founders,353.58,13736,261
2025-03-27,Outbound,cold_email_q2,68.55,0,0
2025-03-28,Paid Search,gs_va_hire,517.98,3976,167
2025-03-28,Paid Social,li_agency_owners,290.97,11315,215
2025-03-28,Outbound,linkedin_dm,112.07,0,0
2025-03-29,Paid Search,gs_competitor,121.98,928,39
2025-03-29,Paid Social,li_agency_owners,93.73,3631,69
2025-03-29,Outbound,cold_email_q2,24.26,0,0
2025-03-30,Paid Search,gs_latam_talent,83.84,642,27
2025-03-30,Paid Social,fb_founders,92.07,3578,68
2025-03-30,Outbound,cold_email_q2,30.66,0,0
2025-03-31,Paid Search,gs_latam_talent,488.49,3738,157
2025-03-31,Paid Social,fb_founders,316.4,12315,234
2025-03-31,Outbound,linkedin_dm,93.5,0,0
2025-04-01,Paid Search,gs_va_hire,412.05,3142,132
2025-04-01,Paid Social,fb_founders,377.83,14684,279
2025-04-01,Outbound,cold_email_q2,119.05,0,0
2025-04-02,Paid Search,gs_competitor,540.2,4142,174
2025-04-02,Paid Social,li_agency_owners,283.36,11000,209
2025-04-02,Outbound,cold_email_q2,101.78,0,0
2025-04-03,Paid Search,gs_competitor,532.56,4071,171
2025-04-03,Paid Social,fb_retarget,259.82,10105,192
2025-04-03,Outbound,cold_email_q1,70.87,0,0
2025-04-04,Paid Search,gs_va_hire,433.55,3309,139
2025-04-04,Paid Social,li_agency_owners,220.64,8578,163
2025-04-04,Outbound,cold_email_q1,77.69,0,0
2025-04-05,Paid Search,gs_latam_talent,94.47,714,30
2025-04-05,Paid Social,fb_founders,88.9,3421,65
2025-04-05,Outbound,linkedin_dm,25.6,0,0
2025-04-06,Paid Search,gs_competitor,94.06,714,30
2025-04-06,Paid Social,fb_retarget,80.42,3105,59
2025-04-06,Outbound,cold_email_q2,21.29,0,0
2025-04-07,Paid Search,gs_va_hire,446.1,3404,143
2025-04-07,Paid Social,fb_founders,380.98,14842,282
2025-04-07,Outbound,linkedin_dm,68.69,0,0
2025-04-08,Paid Search,gs_competitor,456.7,3500,147
2025-04-08,Paid Social,fb_founders,300.93,11684,222
2025-04-08,Outbound,linkedin_dm,76.5,0,0
2025-04-09,Paid Search,gs_va_hire,489.56,3738,157
2025-04-09,Paid Social,fb_founders,346.66,13473,256
2025-04-09,Outbound,linkedin_dm,112.26,0,0
2025-04-10,Paid Search,gs_va_hire,500.14,3833,161
2025-04-10,Paid Social,li_agency_owners,275.56,10736,204
2025-04-10,Outbound,cold_email_q2,69.41,0,0
2025-04-11,Paid Search,gs_competitor,335.53,2571,108
2025-04-11,Paid Social,fb_founders,289.15,11263,214
2025-04-11,Outbound,linkedin_dm,70.17,0,0
2025-04-12,Paid Search,gs_latam_talent,82.13,619,26
2025-04-12,Paid Social,li_agency_owners,89.51,3473,66
2025-04-12,Outbound,linkedin_dm,19.07,0,0
2025-04-13,Paid Search,gs_latam_talent,75.23,571,24
2025-04-13,Paid Social,fb_founders,73.52,2842,54
2025-04-13,Outbound,linkedin_dm,22.24,0,0
2025-04-14,Paid Search,gs_va_hire,497.45,3809,160
2025-04-14,Paid Social,li_agency_owners,316.37,12315,234
2025-04-14,Outbound,cold_email_q2,86.78,0,0
2025-04-15,Paid Search,gs_va_hire,502.45,3857,162
2025-04-15,Paid Social,fb_founders,273.63,10631,202
2025-04-15,Outbound,cold_email_q1,112.82,0,0
2025-04-16,Paid Search,gs_competitor,412.3,3166,133
2025-04-16,Paid Social,li_agency_owners,392.33,15263,290
2025-04-16,Outbound,linkedin_dm,116.19,0,0
2025-04-17,Paid Search,gs_latam_talent,346.32,2642,111
2025-04-17,Paid Social,,362.42,14105,268
2025-04-17,Outbound,cold_email_q2,69.6,0,0
2025-04-18,Paid Search,gs_latam_talent,505.48,3880,163
2025-04-18,Paid Social,fb_retarget,257.82,10000,190
2025-04-18,Outbound,cold_email_q1,98.43,0,0
2025-04-19,Paid Search,gs_competitor,80.86,619,26
2025-04-19,Paid Social,fb_founders,67.53,2631,50
2025-04-19,Outbound,cold_email_q1,27.43,0,0
2025-04-20,Paid Search,gs_competitor,89.96,690,29
2025-04-20,Paid Social,li_agency_owners,78.43,3052,58
2025-04-20,Outbound,linkedin_dm,18.77,0,0
2025-04-21,Paid Search,gs_va_hire,321.93,2452,103
2025-04-21,Paid Social,fb_founders,341.94,13315,253
2025-04-21,Outbound,cold_email_q2,106.68,0,0
2025-04-22,Paid Search,gs_latam_talent,440.45,3380,142
2025-04-22,Paid Social,li_agency_owners,375.7,14631,278
2025-04-22,Outbound,cold_email_q2,71.6,0,0
2025-04-23,Paid Search,gs_va_hire,360.5,2761,116
2025-04-23,Paid Social,fb_retarget,376.27,14631,278
2025-04-23,Outbound,cold_email_q1,114.78,0,0
2025-04-24,Paid Search,gs_latam_talent,396.42,3023,127
2025-04-24,Paid Social,fb_founders,262.43,10210,194
2025-04-24,Outbound,cold_email_q2,111.29,0,0
2025-04-25,Paid Search,gs_competitor,457.19,3500,147
2025-04-25,Paid Social,li_agency_owners,375.11,14578,277
2025-04-25,Outbound,cold_email_q2,90.52,0,0
2025-04-26,Paid Search,gs_latam_talent,76.97,571,24
2025-04-26,Paid Social,fb_founders,86.29,3315,63
2025-04-26,Outbound,cold_email_q1,23.58,0,0
2025-04-27,Paid Search,gs_va_hire,88.95,666,28
2025-04-27,Paid Social,li_agency_owners,66.62,2578,49
2025-04-27,Outbound,linkedin_dm,20.22,0,0
2025-04-28,Paid Search,gs_va_hire,540.17,4142,174
2025-04-28,Paid Social,fb_founders,254.88,9894,188
2025-04-28,Outbound,cold_email_q1,121.77,0,0
2025-04-29,Paid Search,gs_competitor,488.57,3738,157
2025-04-29,Paid Social,fb_founders,254.16,9894,188
2025-04-29,Outbound,linkedin_dm,79.04,0,0
2025-04-30,Paid Search,gs_va_hire,420.78,3214,135
2025-04-30,Paid Social,fb_founders,342.48,13315,253
2025-04-30,Outbound,cold_email_q1,107.54,0,0
2025-05-01,Paid Search,gs_va_hire,340.21,2595,109
2025-05-01,Paid Social,fb_founders,314.12,12210,232
2025-05-01,Outbound,cold_email_q2,84.27,0,0
2025-05-02,Paid Search,gs_va_hire,516.24,3952,166
2025-05-02,Paid Social,li_agency_owners,240.28,9315,177
2025-05-02,Outbound,cold_email_q2,92.72,0,0
2025-05-03,Paid Search,gs_latam_talent,108.9,833,35
2025-05-03,Paid Social,fb_retarget,86.76,3368,64
2025-05-03,Outbound,linkedin_dm,23.27,0,0
2025-05-04,Paid Search,gs_va_hire,85.67,642,27
2025-05-04,Paid Social,fb_founders,69.87,2684,51
2025-05-04,Outbound,cold_email_q1,17.01,0,0
2025-05-05,Paid Search,gs_va_hire,375.75,2880,121
2025-05-05,Paid Social,li_agency_owners,314.21,12210,232
2025-05-05,Outbound,cold_email_q2,85.18,0,0
2025-05-06,Paid Search,gs_competitor,541.88,4142,174
2025-05-06,Paid Social,fb_retarget,317.05,12315,234
2025-05-06,Outbound,cold_email_q2,107.21,0,0
2025-05-07,Paid Search,gs_competitor,421.39,3214,135
2025-05-07,Paid Social,li_agency_owners,310.75,12105,230
2025-05-07,Outbound,linkedin_dm,115.42,0,0
2025-05-08,Paid Search,gs_competitor,375.73,2880,121
2025-05-08,Paid Social,,222.88,8684,165
2025-05-08,Outbound,cold_email_q1,77.89,0,0
2025-05-09,Paid Search,gs_competitor,370.94,2833,119
2025-05-09,Paid Social,li_agency_owners,359.24,14000,266
2025-05-09,Outbound,linkedin_dm,79.11,0,0
2025-05-10,Paid Search,gs_va_hire,86.49,642,27
2025-05-10,Paid Social,li_agency_owners,56.56,2157,41
2025-05-10,Outbound,cold_email_q2,21.99,0,0
2025-05-11,Paid Search,gs_latam_talent,97.99,738,31
2025-05-11,Paid Social,fb_founders,94.11,3631,69
2025-05-11,Outbound,cold_email_q2,24.94,0,0
2025-05-12,Paid Search,gs_va_hire,296.59,2261,95
2025-05-12,Paid Social,li_agency_owners,391.58,15263,290
2025-05-12,Outbound,linkedin_dm,109.08,0,0
2025-05-13,Paid Search,gs_competitor,544.64,4166,175
2025-05-13,Paid Social,fb_founders,378.71,14736,280
2025-05-13,Outbound,cold_email_q2,112.06,0,0
2025-05-14,Paid Search,gs_va_hire,339.06,2595,109
2025-05-14,Paid Social,fb_founders,380.83,14842,282
2025-05-14,Outbound,linkedin_dm,95.59,0,0
2025-05-15,Paid Search,gs_competitor,444.79,3404,143
2025-05-15,Paid Social,fb_retarget,312.98,12157,231
2025-05-15,Outbound,linkedin_dm,68.96,0,0
2025-05-16,Paid Search,gs_latam_talent,478.88,3666,154
2025-05-16,Paid Social,li_agency_owners,237.75,9263,176
2025-05-16,Outbound,cold_email_q2,122.07,0,0
2025-05-17,Paid Search,gs_competitor,80.75,619,26
2025-05-17,Paid Social,fb_founders,90.26,3473,66
2025-05-17,Outbound,cold_email_q2,24.58,0,0
2025-05-18,Paid Search,gs_latam_talent,81.96,619,26
2025-05-18,Paid Social,fb_founders,84.47,3263,62
2025-05-18,Outbound,linkedin_dm,20.99,0,0
2025-05-19,Paid Search,gs_competitor,512.74,3928,165
2025-05-19,Paid Social,fb_founders,333.13,12947,246
2025-05-19,Outbound,cold_email_q2,88.93,0,0
2025-05-20,Paid Search,gs_latam_talent,529.87,4047,170
2025-05-20,Paid Social,fb_founders,380.52,14789,281
2025-05-20,Outbound,linkedin_dm,77.23,0,0
2025-05-21,Paid Search,gs_latam_talent,300.06,2285,96
2025-05-21,Paid Social,fb_founders,314.17,12210,232
2025-05-21,Outbound,linkedin_dm,99.13,0,0
2025-05-22,Paid Search,gs_latam_talent,332.97,2547,107
2025-05-22,Paid Social,li_agency_owners,370.43,14421,274
2025-05-22,Outbound,cold_email_q1,115.78,0,0
2025-05-23,Paid Search,gs_competitor,312.56,2380,100
2025-05-23,Paid Social,fb_founders,225.13,8736,166
2025-05-23,Outbound,cold_email_q2,80.05,0,0
2025-05-24,Paid Search,gs_latam_talent,74.54,571,24
2025-05-24,Paid Social,fb_retarget,75.6,2894,55
2025-05-24,Outbound,cold_email_q2,19.06,0,0
2025-05-25,Paid Search,gs_va_hire,89.59,666,28
2025-05-25,Paid Social,li_agency_owners,67.6,2631,50
2025-05-25,Outbound,linkedin_dm,17.9,0,0
2025-05-26,Paid Search,gs_latam_talent,522.31,3999,168
2025-05-26,Paid Social,,256.01,9947,189
2025-05-26,Outbound,cold_email_q2,81.12,0,0
2025-05-27,Paid Search,gs_latam_talent,367.18,2809,118
2025-05-27,Paid Social,li_agency_owners,389.97,15157,288
2025-05-27,Outbound,cold_email_q2,75.1,0,0
2025-05-28,Paid Search,gs_latam_talent,500.79,3833,161
2025-05-28,Paid Social,fb_retarget,310.5,12052,229
2025-05-28,Outbound,cold_email_q1,121.0,0,0
2025-05-29,Paid Search,gs_va_hire,503.24,3857,162
2025-05-29,Paid Social,li_agency_owners,255.46,9947,189
2025-05-29,Outbound,cold_email_q2,122.31,0,0
2025-05-30,Paid Search,gs_latam_talent,380.84,2904,122
2025-05-30,Paid Social,li_agency_owners,261.69,10157,193
2025-05-30,Outbound,cold_email_q1,79.86,0,0
2025-05-31,Paid Search,gs_va_hire,134.69,1023,43
2025-05-31,Paid Social,fb_founders,72.62,2789,53
2025-05-31,Outbound,cold_email_q1,25.05,0,0
2025-06-01,Paid Search,gs_competitor,125.13,952,40
2025-06-01,Paid Social,li_agency_owners,84.41,3263,62
2025-06-01,Outbound,cold_email_q2,18.59,0,0
2025-06-02,Paid Search,gs_competitor,543.54,4166,175
2025-06-02,Paid Social,fb_retarget,346.75,13473,256
2025-06-02,Outbound,linkedin_dm,114.34,0,0
2025-06-03,Paid Search,gs_competitor,514.8,3952,166
2025-06-03,Paid Social,fb_founders,387.7,15105,287
2025-06-03,Outbound,linkedin_dm,81.65,0,0
2025-06-04,Paid Search,gs_competitor,374.22,2857,120
2025-06-04,Paid Social,fb_retarget,347.33,13526,257
2025-06-04,Outbound,cold_email_q1,93.29,0,0
2025-06-05,Paid Search,gs_competitor,376.08,2880,121
2025-06-05,Paid Social,li_agency_owners,312.59,12157,231
2025-06-05,Outbound,cold_email_q1,98.08,0,0
2025-06-06,Paid Search,gs_competitor,430.62,3285,138
2025-06-06,Paid Social,fb_founders,272.13,10578,201
2025-06-06,Outbound,cold_email_q1,76.25,0,0
2025-06-07,Paid Search,gs_va_hire,136.13,1023,43
2025-06-07,Paid Social,li_agency_owners,96.99,3736,71
2025-06-07,Outbound,cold_email_q1,24.19,0,0
2025-06-08,Paid Search,gs_competitor,79.38,595,25
2025-06-08,Paid Social,li_agency_owners,83.45,3210,61
2025-06-08,Outbound,linkedin_dm,23.57,0,0
2025-06-09,Paid Search,gs_latam_talent,442.42,3380,142
2025-06-09,Paid Social,fb_retarget,323.68,12578,239
2025-06-09,Outbound,cold_email_q2,101.4,0,0
2025-06-10,Paid Search,gs_va_hire,359.77,2761,116
2025-06-10,Paid Social,fb_retarget,283.12,11000,209
2025-06-10,Outbound,cold_email_q2,88.02,0,0
2025-06-11,Paid Search,gs_va_hire,331.92,2547,107
