run_id,pipeline_name,run_date,started_at,status,rows_ingested,duration_seconds,error_message
R000034,ga4_sessions,2025-01-06,2025-01-06 05:39:00,success,6357,723,
R000035,ads_spend,2025-01-06,2025-01-06 04:26:00,success,11478,340,
R000036,hubspot_leads,2025-01-06,2025-01-06 02:55:00,success,10091,283,
R000037,ats_submittals,2025-01-07,2025-01-07 04:21:00,success,8382,346,
R000038,ats_vacancies,2025-01-07,2025-01-07 04:52:00,success,5655,300,
R000039,stripe_invoices,2025-01-07,2025-01-07 03:41:00,success,12423,134,
R000040,ga4_sessions,2025-01-07,2025-01-07 05:27:00,success,11616,845,
R000041,ads_spend,2025-01-07,2025-01-07 03:50:00,success,11273,119,
R000042,hubspot_leads,2025-01-07,2025-01-07 05:32:00,success,6859,252,
R000043,ats_submittals,2025-01-08,2025-01-08 05:26:00,success,16879,311,
R000044,ats_vacancies,2025-01-08,2025-01-08 05:49:00,success,9176,232,
R000045,stripe_invoices,2025-01-08,2025-01-08 05:40:00,success,7437,114,
R000046,ga4_sessions,2025-01-08,2025-01-08 03:33:00,success,9006,789,
R000047,ads_spend,2025-01-08,2025-01-08 02:59:00,success,10403,211,
R000048,hubspot_leads,2025-01-08,2025-01-08 03:49:00,success,12157,295,
R000049,ats_submittals,2025-01-09,2025-01-09 04:27:00,success,7657,184,
R000050,ats_vacancies,2025-01-09,2025-01-09 04:10:00,success,8168,329,
R000051,stripe_invoices,2025-01-09,2025-01-09 03:49:00,success,15688,238,
R000052,ga4_sessions,2025-01-09,2025-01-09 02:37:00,success,12071,1029,
R000053,ads_spend,2025-01-09,2025-01-09 03:27:00,failed,0,230,Duplicate key on merge
R000054,hubspot_leads,2025-01-09,2025-01-09 03:29:00,success,10093,241,
R000055,ats_submittals,2025-01-10,2025-01-10 03:51:00,success,9682,231,
R000056,ats_vacancies,2025-01-10,2025-01-10 05:46:00,success,10461,235,
R000057,stripe_invoices,2025-01-10,2025-01-10 04:25:00,success,8923,184,
R000058,ga4_sessions,2025-01-10,2025-01-10 04:20:00,success,10245,542,
R000059,ads_spend,2025-01-10,2025-01-10 05:59:00,success,11945,253,
R000060,hubspot_leads,2025-01-10,2025-01-10 04:38:00,success,12420,168,
R000061,ats_submittals,2025-01-11,2025-01-11 05:34:00,success,3192,214,
R000062,ats_vacancies,2025-01-11,2025-01-11 02:49:00,success,2814,158,
R000063,stripe_invoices,2025-01-11,2025-01-11 03:24:00,success,1836,175,
R000064,ga4_sessions,2025-01-11,2025-01-11 02:33:00,success,3984,128,
R000065,ads_spend,2025-01-11,2025-01-11 05:33:00,success,1692,252,
R000066,hubspot_leads,2025-01-11,2025-01-11 05:54:00,failed,0,225,Source returned 0 rows
R000067,ats_submittals,2025-01-12,2025-01-12 04:22:00,success,2857,119,
R000068,ats_vacancies,2025-01-12,2025-01-12 03:17:00,success,1963,310,
R000069,stripe_invoices,2025-01-12,2025-01-12 05:29:00,failed,0,216,Timeout after 900s
R000070,ga4_sessions,2025-01-12,2025-01-12 02:46:00,success,2251,556,
R000071,ads_spend,2025-01-12,2025-01-12 05:22:00,success,938,198,
R000072,hubspot_leads,2025-01-12,2025-01-12 05:58:00,success,2656,226,
R000073,ats_submittals,2025-01-13,2025-01-13 04:38:00,success,7392,229,
R000074,ats_vacancies,2025-01-13,2025-01-13 03:16:00,success,11656,234,
R000075,stripe_invoices,2025-01-13,2025-01-13 04:24:00,success,13150,203,
R000076,ga4_sessions,2025-01-13,2025-01-13 04:49:00,success,11636,724,
R000077,ads_spend,2025-01-13,2025-01-13 05:35:00,success,7635,208,
R000078,hubspot_leads,2025-01-13,2025-01-13 04:45:00,success,10065,169,
R000079,ats_submittals,2025-01-14,2025-01-14 03:15:00,success,10174,352,
R000080,ats_vacancies,2025-01-14,2025-01-14 03:35:00,success,10667,146,
R000081,stripe_invoices,2025-01-14,2025-01-14 04:25:00,success,8940,200,
R000082,ga4_sessions,2025-01-14,2025-01-14 04:20:00,success,10341,367,
R000083,ads_spend,2025-01-14,2025-01-14 05:16:00,success,12628,239,
R000084,hubspot_leads,2025-01-14,2025-01-14 05:13:00,success,8012,113,
R000085,ats_submittals,2025-01-15,2025-01-15 03:47:00,success,11634,125,
R000086,ats_vacancies,2025-01-15,2025-01-15 02:29:00,success,8143,213,
R000087,stripe_invoices,2025-01-15,2025-01-15 05:52:00,success,15668,193,
R000088,ga4_sessions,2025-01-15,2025-01-15 02:37:00,failed,0,888,API rate limit exceeded
R000089,ads_spend,2025-01-15,2025-01-15 03:27:00,success,7070,260,
R000090,hubspot_leads,2025-01-15,2025-01-15 05:33:00,success,9753,208,
R000091,ats_submittals,2025-01-16,2025-01-16 03:58:00,success,7665,205,
R000092,ats_vacancies,2025-01-16,2025-01-16 03:58:00,success,2544,371,
R000093,stripe_invoices,2025-01-16,2025-01-16 04:47:00,success,9706,282,
R000094,ga4_sessions,2025-01-16,2025-01-16 04:19:00,success,4330,515,
R000095,ads_spend,2025-01-16,2025-01-16 03:18:00,success,10503,184,
R000096,hubspot_leads,2025-01-16,2025-01-16 05:41:00,success,13930,189,
R000097,ats_submittals,2025-01-17,2025-01-17 03:29:00,success,11502,196,
R000098,ats_vacancies,2025-01-17,2025-01-17 02:41:00,success,3738,206,
R000099,stripe_invoices,2025-01-17,2025-01-17 02:28:00,success,5291,269,
R000100,ga4_sessions,2025-01-17,2025-01-17 03:45:00,success,7855,752,
R000101,ads_spend,2025-01-17,2025-01-17 03:39:00,success,10038,266,
R000102,hubspot_leads,2025-01-17,2025-01-17 03:45:00,success,12191,183,
R000103,ats_submittals,2025-01-18,2025-01-18 04:53:00,success,3314,239,
R000104,ats_vacancies,2025-01-18,2025-01-18 03:22:00,success,1430,20,
R000105,stripe_invoices,2025-01-18,2025-01-18 05:40:00,success,2916,140,
R000106,ga4_sessions,2025-01-18,2025-01-18 03:46:00,success,3789,845,
R000107,ads_spend,2025-01-18,2025-01-18 02:26:00,success,2616,191,
R000108,hubspot_leads,2025-01-18,2025-01-18 04:47:00,success,1376,248,
R000109,ats_submittals,2025-01-19,2025-01-19 03:26:00,success,3185,205,
R000110,ats_vacancies,2025-01-19,2025-01-19 05:55:00,success,2339,229,
R000111,stripe_invoices,2025-01-19,2025-01-19 02:23:00,success,742,183,
R000112,ga4_sessions,2025-01-19,2025-01-19 02:43:00,success,2510,653,
R000113,ads_spend,2025-01-19,2025-01-19 04:50:00,success,3536,237,
R000114,hubspot_leads,2025-01-19,2025-01-19 05:26:00,success,3115,242,
R000115,ats_submittals,2025-01-20,2025-01-20 02:23:00,success,18162,234,
R000116,ats_vacancies,2025-01-20,2025-01-20 02:59:00,success,14177,193,
R000117,stripe_invoices,2025-01-20,2025-01-20 02:50:00,success,9527,321,
R000118,ga4_sessions,2025-01-20,2025-01-20 02:57:00,success,15450,617,
R000119,ads_spend,2025-01-20,2025-01-20 03:53:00,success,15666,193,
R000120,hubspot_leads,2025-01-20,2025-01-20 05:10:00,success,7402,165,
R000121,ats_submittals,2025-01-21,2025-01-21 05:55:00,success,12249,150,
R000122,ats_vacancies,2025-01-21,2025-01-21 05:11:00,success,13312,161,
R000123,stripe_invoices,2025-01-21,2025-01-21 02:56:00,success,16195,261,
R000124,ga4_sessions,2025-01-21,2025-01-21 03:58:00,success,12076,1245,
R000125,ads_spend,2025-01-21,2025-01-21 03:28:00,success,9558,230,
R000126,hubspot_leads,2025-01-21,2025-01-21 05:37:00,success,12543,214,
R000127,ats_submittals,2025-01-22,2025-01-22 02:52:00,success,13349,242,
R000128,ats_vacancies,2025-01-22,2025-01-22 03:12:00,success,6784,268,
R000129,stripe_invoices,2025-01-22,2025-01-22 02:26:00,success,11557,196,
R000130,ga4_sessions,2025-01-22,2025-01-22 05:30:00,success,15491,453,
R000131,ads_spend,2025-01-22,2025-01-22 04:49:00,failed,0,186,Duplicate key on merge
R000132,hubspot_leads,2025-01-22,2025-01-22 04:55:00,success,10095,222,
R000133,ats_submittals,2025-01-23,2025-01-23 05:19:00,success,10319,238,
R000134,ats_vacancies,2025-01-23,2025-01-23 03:33:00,failed,0,322,Schema drift: new column
R000135,stripe_invoices,2025-01-23,2025-01-23 02:29:00,success,3741,144,
R000136,ga4_sessions,2025-01-23,2025-01-23 04:25:00,success,9404,1117,
R000137,ads_spend,2025-01-23,2025-01-23 04:41:00,success,8889,240,
R000138,hubspot_leads,2025-01-23,2025-01-23 04:46:00,success,5778,228,
R000139,ats_submittals,2025-01-24,2025-01-24 05:36:00,success,12603,243,
R000140,ats_vacancies,2025-01-24,2025-01-24 04:13:00,success,11371,238,
R000141,stripe_invoices,2025-01-24,2025-01-24 05:31:00,success,13280,155,
R000142,ga4_sessions,2025-01-24,2025-01-24 03:20:00,success,13293,654,
R000143,ads_spend,2025-01-24,2025-01-24 04:43:00,success,11381,262,
R000144,hubspot_leads,2025-01-24,2025-01-24 02:46:00,success,12851,192,
R000145,ats_submittals,2025-01-25,2025-01-25 05:46:00,success,3379,268,
R000146,ats_vacancies,2025-01-25,2025-01-25 05:39:00,success,1933,189,
R000147,stripe_invoices,2025-01-25,2025-01-25 02:31:00,success,2173,186,
R000148,ga4_sessions,2025-01-25,2025-01-25 04:24:00,success,2067,870,
R000149,ads_spend,2025-01-25,2025-01-25 02:38:00,success,3577,235,
R000150,hubspot_leads,2025-01-25,2025-01-25 04:35:00,success,2465,64,
R000151,ats_submittals,2025-01-26,2025-01-26 03:27:00,success,2930,299,
R000152,ats_vacancies,2025-01-26,2025-01-26 04:47:00,success,4549,280,
R000153,stripe_invoices,2025-01-26,2025-01-26 04:56:00,success,1042,412,
R000154,ga4_sessions,2025-01-26,2025-01-26 05:49:00,success,2377,464,
R000155,ads_spend,2025-01-26,2025-01-26 04:44:00,success,2322,43,
R000156,hubspot_leads,2025-01-26,2025-01-26 04:34:00,success,1164,176,
R000157,ats_submittals,2025-01-27,2025-01-27 05:56:00,success,6333,167,
R000158,ats_vacancies,2025-01-27,2025-01-27 05:34:00,success,12088,307,
R000159,stripe_invoices,2025-01-27,2025-01-27 04:44:00,success,8684,263,
R000160,ga4_sessions,2025-01-27,2025-01-27 02:50:00,success,11746,535,
R000161,ads_spend,2025-01-27,2025-01-27 03:47:00,failed,0,179,API rate limit exceeded
R000162,hubspot_leads,2025-01-27,2025-01-27 05:15:00,failed,0,254,Source returned 0 rows
R000163,ats_submittals,2025-01-28,2025-01-28 02:46:00,success,11889,194,
R000164,ats_vacancies,2025-01-28,2025-01-28 04:10:00,success,11317,298,
R000165,stripe_invoices,2025-01-28,2025-01-28 04:56:00,success,7436,194,
R000166,ga4_sessions,2025-01-28,2025-01-28 04:37:00,success,8868,128,
R000167,ads_spend,2025-01-28,2025-01-28 03:14:00,success,11064,205,
R000168,hubspot_leads,2025-01-28,2025-01-28 03:23:00,success,10724,159,
R000169,ats_submittals,2025-01-29,2025-01-29 03:14:00,success,10178,288,
R000170,ats_vacancies,2025-01-29,2025-01-29 03:52:00,success,8971,341,
R000171,stripe_invoices,2025-01-29,2025-01-29 03:58:00,success,11357,235,
R000172,ga4_sessions,2025-01-29,2025-01-29 02:43:00,success,9044,638,
R000173,ads_spend,2025-01-29,2025-01-29 04:37:00,success,8882,185,
R000174,hubspot_leads,2025-01-29,2025-01-29 05:44:00,success,10147,268,
R000175,ats_submittals,2025-01-30,2025-01-30 04:19:00,success,11744,122,
R000176,ats_vacancies,2025-01-30,2025-01-30 02:53:00,success,13484,140,
R000177,stripe_invoices,2025-01-30,2025-01-30 04:13:00,success,9798,175,
R000178,ga4_sessions,2025-01-30,2025-01-30 02:34:00,success,8828,925,
R000179,ads_spend,2025-01-30,2025-01-30 04:40:00,success,13200,168,
R000180,hubspot_leads,2025-01-30,2025-01-30 03:21:00,success,15742,75,
R000181,ats_submittals,2025-01-31,2025-01-31 05:55:00,success,12042,204,
R000182,ats_vacancies,2025-01-31,2025-01-31 02:41:00,success,12364,198,
R000183,stripe_invoices,2025-01-31,2025-01-31 05:58:00,success,9515,260,
R000184,ga4_sessions,2025-01-31,2025-01-31 02:27:00,success,12211,864,
R000185,ads_spend,2025-01-31,2025-01-31 03:11:00,success,13493,223,
R000186,hubspot_leads,2025-01-31,2025-01-31 04:24:00,success,9195,331,
R000187,ats_submittals,2025-02-01,2025-02-01 03:48:00,success,3172,263,
R000188,ats_vacancies,2025-02-01,2025-02-01 04:52:00,success,3531,220,
R000189,stripe_invoices,2025-02-01,2025-02-01 02:21:00,success,2821,136,
R000190,ga4_sessions,2025-02-01,2025-02-01 04:36:00,success,1862,663,
R000191,ads_spend,2025-02-01,2025-02-01 02:35:00,success,2879,122,
R000192,hubspot_leads,2025-02-01,2025-02-01 05:12:00,success,3045,243,
R000193,ats_submittals,2025-02-02,2025-02-02 02:43:00,success,2776,313,
R000194,ats_vacancies,2025-02-02,2025-02-02 02:12:00,success,4444,188,
R000195,stripe_invoices,2025-02-02,2025-02-02 02:56:00,success,2503,240,
R000196,ga4_sessions,2025-02-02,2025-02-02 02:39:00,success,3937,695,
R000197,ads_spend,2025-02-02,2025-02-02 04:31:00,success,3283,259,
R000198,hubspot_leads,2025-02-02,2025-02-02 04:43:00,success,2405,343,
R000199,ats_submittals,2025-02-03,2025-02-03 05:28:00,success,13419,197,
R000200,ats_vacancies,2025-02-03,2025-02-03 05:29:00,success,12849,201,
R000201,stripe_invoices,2025-02-03,2025-02-03 03:56:00,success,10651,276,
R000202,ga4_sessions,2025-02-03,2025-02-03 05:25:00,success,14875,203,
R000203,ads_spend,2025-02-03,2025-02-03 05:53:00,failed,0,318,Duplicate key on merge
R000204,hubspot_leads,2025-02-03,2025-02-03 04:31:00,success,7124,187,
R000205,ats_submittals,2025-02-04,2025-02-04 05:28:00,success,8343,255,
R000206,ats_vacancies,2025-02-04,2025-02-04 05:22:00,success,8586,217,
R000207,stripe_invoices,2025-02-04,2025-02-04 02:55:00,success,18093,259,
R000208,ga4_sessions,2025-02-04,2025-02-04 05:17:00,success,8760,690,
R000209,ads_spend,2025-02-04,2025-02-04 03:14:00,success,12925,254,
R000210,hubspot_leads,2025-02-04,2025-02-04 02:37:00,success,6182,226,
R000211,ats_submittals,2025-02-05,2025-02-05 03:26:00,success,8865,207,
R000212,ats_vacancies,2025-02-05,2025-02-05 04:47:00,success,9522,184,
R000213,stripe_invoices,2025-02-05,2025-02-05 03:49:00,success,10747,214,
R000214,ga4_sessions,2025-02-05,2025-02-05 05:28:00,success,18149,676,
R000215,ads_spend,2025-02-05,2025-02-05 02:22:00,success,10647,303,
R000216,hubspot_leads,2025-02-05,2025-02-05 03:52:00,success,14002,166,
R000217,ats_submittals,2025-02-06,2025-02-06 02:16:00,success,14356,176,
R000218,ats_vacancies,2025-02-06,2025-02-06 05:16:00,success,12953,277,
R000219,stripe_invoices,2025-02-06,2025-02-06 02:46:00,success,11835,315,
R000220,ga4_sessions,2025-02-06,2025-02-06 03:45:00,success,9204,817,
R000221,ads_spend,2025-02-06,2025-02-06 03:28:00,success,14384,176,
R000222,hubspot_leads,2025-02-06,2025-02-06 02:22:00,success,6914,110,
R000223,ats_submittals,2025-02-07,2025-02-07 02:35:00,success,11361,181,
R000224,ats_vacancies,2025-02-07,2025-02-07 04:19:00,success,14468,139,
R000225,stripe_invoices,2025-02-07,2025-02-07 02:22:00,success,7722,74,
R000226,ga4_sessions,2025-02-07,2025-02-07 05:27:00,success,15231,638,
R000227,ads_spend,2025-02-07,2025-02-07 03:27:00,success,8152,161,
R000228,hubspot_leads,2025-02-07,2025-02-07 03:57:00,success,9636,224,
R000229,ats_submittals,2025-02-08,2025-02-08 03:20:00,success,3586,331,
R000230,ats_vacancies,2025-02-08,2025-02-08 02:38:00,success,3796,255,
R000231,stripe_invoices,2025-02-08,2025-02-08 04:38:00,success,2451,92,
R000232,ga4_sessions,2025-02-08,2025-02-08 02:20:00,success,2913,867,
R000233,ads_spend,2025-02-08,2025-02-08 03:50:00,success,3669,397,
R000234,hubspot_leads,2025-02-08,2025-02-08 05:16:00,success,3211,145,
R000235,ats_submittals,2025-02-09,2025-02-09 02:10:00,success,1025,197,
R000236,ats_vacancies,2025-02-09,2025-02-09 04:30:00,success,1783,266,
R000237,stripe_invoices,2025-02-09,2025-02-09 03:11:00,success,2643,328,
R000238,ga4_sessions,2025-02-09,2025-02-09 05:24:00,success,3873,233,
R000239,ads_spend,2025-02-09,2025-02-09 04:48:00,success,3509,251,
R000240,hubspot_leads,2025-02-09,2025-02-09 02:27:00,success,1473,151,
R000241,ats_submittals,2025-02-10,2025-02-10 04:56:00,success,15624,102,
R000242,ats_vacancies,2025-02-10,2025-02-10 03:13:00,success,6358,346,
R000243,stripe_invoices,2025-02-10,2025-02-10 05:13:00,success,11189,229,
R000244,ga4_sessions,2025-02-10,2025-02-10 04:46:00,success,22192,619,
R000245,ads_spend,2025-02-10,2025-02-10 04:29:00,success,9624,208,
R000246,hubspot_leads,2025-02-10,2025-02-10 02:38:00,success,9320,142,
R000247,ats_submittals,2025-02-11,2025-02-11 02:34:00,success,8795,103,
R000248,ats_vacancies,2025-02-11,2025-02-11 05:37:00,success,12560,225,
R000249,stripe_invoices,2025-02-11,2025-02-11 05:33:00,success,12349,248,
R000250,ga4_sessions,2025-02-11,2025-02-11 05:23:00,success,20420,615,
R000251,ads_spend,2025-02-11,2025-02-11 02:30:00,success,10486,207,
R000252,hubspot_leads,2025-02-11,2025-02-11 05:17:00,success,12742,231,
R000253,ats_submittals,2025-02-12,2025-02-12 04:48:00,success,15039,160,
R000254,ats_vacancies,2025-02-12,2025-02-12 03:29:00,success,12081,140,
R000255,stripe_invoices,2025-02-12,2025-02-12 03:42:00,success,11972,198,
R000256,ga4_sessions,2025-02-12,2025-02-12 03:13:00,success,10049,425,
R000257,ads_spend,2025-02-12,2025-02-12 05:33:00,success,14226,206,
R000258,hubspot_leads,2025-02-12,2025-02-12 04:27:00,success,15385,266,
R000259,ats_submittals,2025-02-13,2025-02-13 02:28:00,success,10588,158,
R000260,ats_vacancies,2025-02-13,2025-02-13 04:34:00,success,12067,198,
R000261,stripe_invoices,2025-02-13,2025-02-13 03:27:00,success,6728,219,
R000262,ga4_sessions,2025-02-13,2025-02-13 02:29:00,success,8939,898,
R000263,ads_spend,2025-02-13,2025-02-13 02:27:00,failed,0,92,Duplicate key on merge
R000264,hubspot_leads,2025-02-13,2025-02-13 02:14:00,success,12512,149,
R000265,ats_submittals,2025-02-14,2025-02-14 05:43:00,success,12165,180,
R000266,ats_vacancies,2025-02-14,2025-02-14 03:42:00,success,12414,273,
R000267,stripe_invoices,2025-02-14,2025-02-14 05:24:00,success,7375,133,
R000268,ga4_sessions,2025-02-14,2025-02-14 03:43:00,success,7385,916,
R000269,ads_spend,2025-02-14,2025-02-14 03:38:00,success,10884,146,
R000270,hubspot_leads,2025-02-14,2025-02-14 03:38:00,failed,0,102,API rate limit exceeded
R000271,ats_submittals,2025-02-15,2025-02-15 04:19:00,success,3052,226,
R000272,ats_vacancies,2025-02-15,2025-02-15 02:36:00,success,2808,204,
R000273,stripe_invoices,2025-02-15,2025-02-15 04:36:00,success,3248,252,
R000274,ga4_sessions,2025-02-15,2025-02-15 02:16:00,success,2452,1072,
R000275,ads_spend,2025-02-15,2025-02-15 03:45:00,success,2257,248,
R000276,hubspot_leads,2025-02-15,2025-02-15 03:21:00,success,2002,137,
R000277,ats_submittals,2025-02-16,2025-02-16 04:21:00,success,2899,145,
R000278,ats_vacancies,2025-02-16,2025-02-16 02:58:00,success,3029,119,
R000279,stripe_invoices,2025-02-16,2025-02-16 04:15:00,success,4279,301,
R000280,ga4_sessions,2025-02-16,2025-02-16 02:32:00,success,1823,636,
R000281,ads_spend,2025-02-16,2025-02-16 05:44:00,success,2781,95,
R000282,hubspot_leads,2025-02-16,2025-02-16 04:20:00,success,4317,181,
R000283,ats_submittals,2025-02-17,2025-02-17 05:27:00,success,2702,189,
R000284,ats_vacancies,2025-02-17,2025-02-17 04:34:00,success,7621,262,
R000285,stripe_invoices,2025-02-17,2025-02-17 02:24:00,success,12378,114,
R000286,ga4_sessions,2025-02-17,2025-02-17 03:47:00,success,14828,568,
R000287,ads_spend,2025-02-17,2025-02-17 04:30:00,success,15647,34,
R000288,hubspot_leads,2025-02-17,2025-02-17 04:45:00,success,8552,212,
R000289,ats_submittals,2025-02-18,2025-02-18 02:10:00,success,11046,206,
R000290,ats_vacancies,2025-02-18,2025-02-18 04:21:00,success,12821,228,
R000291,stripe_invoices,2025-02-18,2025-02-18 05:15:00,success,12181,271,
R000292,ga4_sessions,2025-02-18,2025-02-18 04:49:00,success,20497,797,
R000293,ads_spend,2025-02-18,2025-02-18 02:39:00,success,16623,106,
R000294,hubspot_leads,2025-02-18,2025-02-18 03:32:00,success,13333,232,
R000295,ats_submittals,2025-02-19,2025-02-19 04:40:00,success,13318,160,
R000296,ats_vacancies,2025-02-19,2025-02-19 03:18:00,success,14152,115,
R000297,stripe_invoices,2025-02-19,2025-02-19 03:27:00,success,15182,292,
R000298,ga4_sessions,2025-02-19,2025-02-19 05:21:00,success,13944,475,
R000299,ads_spend,2025-02-19,2025-02-19 02:14:00,success,7593,163,
R000300,hubspot_leads,2025-02-19,2025-02-19 05:16:00,success,6847,292,
R000301,ats_submittals,2025-02-20,2025-02-20 04:58:00,success,5935,188,
R000302,ats_vacancies,2025-02-20,2025-02-20 05:57:00,success,21188,204,
R000303,stripe_invoices,2025-02-20,2025-02-20 04:21:00,success,11494,248,
R000304,ga4_sessions,2025-02-20,2025-02-20 02:52:00,success,13198,409,
R000305,ads_spend,2025-02-20,2025-02-20 03:22:00,success,7140,132,
R000306,hubspot_leads,2025-02-20,2025-02-20 04:55:00,success,11510,146,
R000307,ats_submittals,2025-02-21,2025-02-21 02:44:00,success,4070,252,
R000308,ats_vacancies,2025-02-21,2025-02-21 02:48:00,success,13533,286,
R000309,stripe_invoices,2025-02-21,2025-02-21 02:51:00,success,13741,233,
R000310,ga4_sessions,2025-02-21,2025-02-21 03:52:00,success,12100,887,
R000311,ads_spend,2025-02-21,2025-02-21 03:25:00,failed,0,319,Source returned 0 rows
R000312,hubspot_leads,2025-02-21,2025-02-21 03:16:00,success,9792,132,
R000313,ats_submittals,2025-02-22,2025-02-22 04:11:00,success,3100,202,
R000314,ats_vacancies,2025-02-22,2025-02-22 03:21:00,success,5074,233,
R000315,stripe_invoices,2025-02-22,2025-02-22 03:35:00,success,3767,280,
R000316,ga4_sessions,2025-02-22,2025-02-22 05:58:00,success,3472,820,
R000317,ads_spend,2025-02-22,2025-02-22 05:30:00,failed,0,206,Schema drift: new column
R000318,hubspot_leads,2025-02-22,2025-02-22 02:52:00,success,3134,221,
R000319,ats_submittals,2025-02-23,2025-02-23 03:14:00,success,3396,193,
R000320,ats_vacancies,2025-02-23,2025-02-23 04:50:00,success,1995,214,
R000321,stripe_invoices,2025-02-23,2025-02-23 05:50:00,success,1424,176,
R000322,ga4_sessions,2025-02-23,2025-02-23 03:53:00,success,3431,418,
R000323,ads_spend,2025-02-23,2025-02-23 03:28:00,success,3697,173,
R000324,hubspot_leads,2025-02-23,2025-02-23 03:40:00,success,4460,183,
R000325,ats_submittals,2025-02-24,2025-02-24 03:41:00,success,11373,133,
R000326,ats_vacancies,2025-02-24,2025-02-24 03:15:00,success,13970,289,
R000327,stripe_invoices,2025-02-24,2025-02-24 05:16:00,success,12479,217,
R000328,ga4_sessions,2025-02-24,2025-02-24 03:11:00,success,17327,584,
R000329,ads_spend,2025-02-24,2025-02-24 03:10:00,success,7132,126,
R000330,hubspot_leads,2025-02-24,2025-02-24 02:11:00,success,13392,169,
R000331,ats_submittals,2025-02-25,2025-02-25 05:47:00,success,7144,35,
R000332,ats_vacancies,2025-02-25,2025-02-25 02:36:00,success,11877,141,
R000333,stripe_invoices,2025-02-25,2025-02-25 02:19:00,success,14113,176,
R000334,ga4_sessions,2025-02-25,2025-02-25 03:20:00,success,17334,654,
R000335,ads_spend,2025-02-25,2025-02-25 05:52:00,success,11091,64,
R000336,hubspot_leads,2025-02-25,2025-02-25 02:24:00,success,15761,208,
R000337,ats_submittals,2025-02-26,2025-02-26 04:29:00,success,10519,251,
R000338,ats_vacancies,2025-02-26,2025-02-26 03:11:00,success,14324,60,
R000339,stripe_invoices,2025-02-26,2025-02-26 04:24:00,success,12584,155,
R000340,ga4_sessions,2025-02-26,2025-02-26 03:31:00,success,13000,858,
R000341,ads_spend,2025-02-26,2025-02-26 03:26:00,success,12284,138,
R000342,hubspot_leads,2025-02-26,2025-02-26 03:17:00,success,16331,211,
R000343,ats_submittals,2025-02-27,2025-02-27 02:42:00,success,9610,124,
R000344,ats_vacancies,2025-02-27,2025-02-27 05:29:00,success,9679,121,
R000345,stripe_invoices,2025-02-27,2025-02-27 04:23:00,success,9466,182,
R000346,ga4_sessions,2025-02-27,2025-02-27 03:12:00,success,13811,769,
R000347,ads_spend,2025-02-27,2025-02-27 02:17:00,success,14552,263,
R000348,hubspot_leads,2025-02-27,2025-02-27 03:35:00,success,13768,230,
R000349,ats_submittals,2025-02-28,2025-02-28 03:48:00,success,13500,293,
